Gene	YF2_OO_sc.1	YF2_OO_sc.2	YF2_OO_sc.3	YF2_OO_sc.4	YF2_OO_sc.5	YF2_OO_sc.6	YF2_OO_sc.7	YF2_OO_sc.8	YF2_OO_sc.9
ANAPC16	2	0	0	27	0	15	0	0	0
ANAPC2	0	0	0	2	0	0	0	0	0
ANAPC4	5	0	0	86	0	73	0	0	0
ANAPC5	4	0	0	26	0	12	0	0	0
ANAPC7	4	0	0	79	0	12	0	0	0
ANGEL1	1	0	0	0	0	1	0	0	0
ANGEL2	9	0	0	18	0	22	0	0	0
ANGPT1	5	0	0	23	1	51	0	0	0
ANGPT2	0	0	0	1	0	5	0	0	0
ANGPT4	0	0	0	0	0	0	0	0	0
ANGPTL1	0	0	0	0	0	0	0	0	0
ANGPTL2	0	0	0	0	0	0	0	0	0
ANGPTL3	0	0	0	0	0	0	0	0	0
ANGPTL4	0	0	0	0	0	0	0	0	0
ANGPTL5	0	0	0	0	0	0	0	0	0
ANGPTL6	0	0	0	0	0	0	0	0	0
ANGPTL7	0	0	0	0	0	0	0	0	0
ANGPTL8	0	0	0	0	0	0	0	0	0
ANHX	0	0	0	0	0	0	0	0	0
ANK1	0	0	0	0	0	0	0	0	0
ANK2	1	0	0	0	0	0	0	0	0
ANK3	5	0	0	46	0	26	0	0	1
ANKAR	0	0	0	23	0	1	0	3	0
ANKDD1A	0	0	0	0	0	0	0	0	0
ANKDD1B	0	0	0	0	0	0	0	0	0
ANKEF1	0	0	0	0	0	0	0	0	0
ANKFY1	2	0	0	8	0	6	0	0	0
ANKH	0	0	0	2	0	0	0	0	0
ANKIB1	2	0	0	0	0	16	0	0	0
ANKK1	0	0	0	0	0	0	0	0	0
ANKLE1	0	0	0	0	0	0	0	0	0
ANKLE2	3	0	0	35	0	27	0	0	0
ANKMY1	1	0	0	0	0	1	0	0	0
ANKMY2	2	0	0	10	0	2	0	0	0
ANKRA2	14	0	0	20	0	21	0	0	0
ANKRD1	1	0	0	0	0	0	0	0	0
ANKRD10	7	0	0	118	2	49	0	0	0
ANKRD11	23	0	0	16	0	5	0	0	0
ANKRD12	8	0	1	80	0	90	0	0	0
ANKRD13A	2	0	0	25	0	26	0	0	0
ANKRD13B	0	0	0	0	0	1	0	0	0
ANKRD13C	3	0	0	2	0	3	0	0	0
ANKRD16	0	0	0	0	0	0	0	0	0
ANKRD17	14	0	0	21	1	18	0	0	0
ANKRD2	0	0	0	6	0	0	0	0	0
ANKRD22	3	0	0	0	0	0	0	0	0
ANKRD24	0	0	0	0	0	1	0	0	0
ANKRD26	21	0	0	27	1	36	0	0	0
ANKRD27	2	0	0	12	0	13	0	0	0
ANKRD28	6	0	0	8	0	5	0	0	0
ANKRD29	0	0	0	4	0	0	0	0	0
ANKRD31	7	0	0	12	0	9	0	0	0
ANKRD33	0	0	0	0	0	0	0	0	0
ANKRD33B	0	0	0	0	0	0	0	0	0
ANKRD34B	0	0	0	0	0	0	0	0	0
ANKRD34C	0	0	0	0	0	0	0	0	0
ANKRD35	12	0	3	72	2	26	0	2	1
ANKRD37	0	0	0	10	0	2	0	0	0
ANKRD39	0	0	0	41	0	4	0	0	0
ANKRD40	4	0	0	2	0	8	0	0	0
ANKRD42	0	0	0	8	0	13	0	0	0
ANKRD44	0	0	0	2	0	0	0	0	0
ANKRD45	0	0	0	4	0	4	0	0	0
ANKRD46	16	0	0	7	0	73	0	0	0
ANKRD49	56	0	0	67	0	42	0	0	0
ANKRD50	1	0	0	6	0	16	0	0	0
ANKRD52	0	0	0	0	0	0	0	0	0
ANKRD53	0	0	0	0	0	0	0	0	0
ANKRD54	2	0	0	0	0	3	0	0	0
ANKRD55	0	0	0	0	0	0	0	0	0
ANKRD6	0	0	0	53	0	56	0	0	0
ANKRD60	0	0	0	0	0	0	0	0	0
ANKRD61	0	0	0	0	0	0	0	0	0
ANKRD62	1	0	0	5	0	0	0	0	0
ANKRD63	0	0	0	0	0	0	0	0	0
ANKRD66	0	0	0	0	0	0	0	0	0
ANKRD7	0	0	0	2	0	5	0	0	0
ANKRD9	0	0	0	0	0	0	0	0	0
ANKS1A	0	0	0	8	0	2	0	0	0
ANKS1B	0	0	0	9	0	0	0	0	0
ANKS3	0	0	0	1	0	1	0	0	1
ANKS4B	0	0	0	2	0	3	0	0	0
ANKS6	0	0	0	0	0	0	0	0	0
ANKUB1	0	0	0	0	0	0	0	0	0
ANKZF1	0	0	0	0	0	0	0	0	0
ANLN	114	0	0	95	0	87	0	0	0
ANO1	19	0	0	131	1	88	0	0	0
ANO10	4	0	0	17	0	25	0	0	0
ANO2	0	0	0	0	0	0	0	0	0
ANO3	0	0	0	3	0	1	0	0	0
ANO4	0	0	0	40	0	20	0	0	0
ANO5	2	0	0	14	0	4	0	0	0
ANO6	15	0	0	30	0	20	0	0	0
ANO7	0	0	0	1	0	0	0	0	0
ANO8	0	0	0	0	0	0	0	0	0
ANO9	0	0	0	0	0	0	0	0	0
ANOS1	0	0	0	0	0	0	0	0	0
ANP32A	10	0	0	11	0	5	0	0	0
ANP32E	45	0	0	40	0	7	0	0	0
ANPEP	0	0	0	0	0	0	0	0	0
ANTXR1	0	0	0	1	0	2	0	0	0
ANTXR2	0	0	0	14	0	0	0	0	0
ANXA1	0	0	0	0	1	0	0	1	0
ANXA10	0	0	0	0	0	0	0	0	0
ANXA11	0	0	0	2	0	1	0	0	0
ANXA13	0	0	0	0	0	1	0	0	0
ANXA2	12	0	4	1094	2	252	0	2	0
ANXA3	0	0	0	0	0	0	0	0	0
ANXA4	24	0	0	285	4	83	0	1	0
ANXA5	2	0	0	60	0	17	0	0	0
ANXA6	0	0	0	0	0	0	0	0	0
ANXA7	13	0	0	229	0	50	0	0	0
ANXA9	0	0	0	10	0	8	0	0	0
AOAH	0	0	0	0	0	0	0	0	0
AOC1	0	0	0	0	0	0	0	0	0
AOC2	0	0	0	0	0	0	0	0	0
AOC3	0	0	0	0	0	0	0	0	0
AOX1	0	0	0	31	0	18	0	0	0
AOX2	0	0	0	0	0	0	0	0	0
AOX4	0	0	0	0	0	0	0	0	0
AP1AR	1	0	0	2	0	2	0	0	0
AP1B1	0	0	0	6	1	1	0	0	0
AP1G1	0	0	0	3	0	2	0	0	0
AP1G2	0	0	0	6	0	3	0	0	0
AP1M1	0	0	0	19	0	6	0	0	0
AP1S1	2	0	0	18	0	5	0	0	0
AP1S2	3	0	0	12	0	27	0	0	0
AP1S3	1	0	0	3	0	5	0	0	0
AP2A1	0	0	0	1	0	0	0	0	0
AP2A2	0	0	0	7	1	7	0	0	0
AP2B1	4	0	1	17	0	12	0	0	0
AP2M1	1	0	0	76	0	9	0	0	0
AP2S1	0	0	0	29	0	5	0	0	0
AP3B1	5	0	0	39	0	16	0	1	0
AP3B2	0	0	0	3	0	4	0	0	0
AP3D1	6	0	0	31	0	5	0	0	0
AP3M1	1	0	1	10	0	11	0	0	0
AP3M2	1	0	0	17	0	5	0	0	0
AP3S1	30	0	0	39	1	44	0	0	0
AP4B1	0	0	0	22	0	10	0	0	0
AP4E1	0	0	0	1	0	0	0	0	0
AP4M1	0	0	0	0	0	0	0	1	0
AP4S1	0	0	0	0	0	1	0	0	0
AP5B1	0	0	0	8	0	0	0	0	0
AP5M1	2	0	0	12	0	7	0	0	0
AP5S1	1	0	0	2	0	5	0	0	0
AP5Z1	0	0	0	1	0	0	0	0	0
APAF1	0	0	0	0	0	1	0	0	0
APBA1	1	0	0	15	0	0	0	0	0
APBA2	0	0	0	33	3	19	0	0	0
APBA3	0	0	0	0	0	1	0	0	0
APBB1	0	0	0	0	0	0	0	0	0
APBB1IP	0	0	0	0	0	0	0	0	0
APBB2	0	0	0	4	0	25	0	0	1
APBB3	0	0	0	0	0	0	0	0	0
APC	29	0	1	11	0	47	0	0	0
APC2	0	0	0	5	0	0	0	0	0
APCDD1	0	0	0	0	0	2	0	0	0
APCDD1L	0	0	0	0	0	0	0	0	0
APCS	0	0	0	0	0	0	0	0	0
APEH	0	0	0	0	0	0	0	0	0
APELA	0	0	0	0	0	0	0	0	0
APEX1	6	0	0	69	0	10	0	0	0
APEX2	3	0	0	11	0	4	0	0	0
APH1A	3	0	0	0	0	0	0	0	0
APH1B	0	0	0	24	0	7	0	0	0
API5	16	0	0	83	0	51	1	0	0
APIP	38	0	1	19	1	15	0	0	0
APLF	2	0	0	15	0	13	0	0	0
APLNR	0	0	0	0	0	0	0	0	0
APLP1	0	0	0	0	0	0	0	0	0
APLP2	51	0	1	268	1	87	0	1	0
APMAP	0	0	0	4	0	12	0	0	0
APOA1	0	0	0	0	0	0	0	0	0
APOA2	0	0	0	17	0	0	0	0	0
APOA4	0	0	0	0	0	0	0	0	0
APOA5	0	0	0	0	0	0	0	0	0
APOB	0	0	0	0	0	0	0	0	0
APOBEC1	0	0	0	0	0	0	0	0	0
APOBEC2	0	0	0	0	0	2	0	0	0
APOBEC3A	0	0	0	1	0	0	0	0	0
APOBEC3C	0	0	0	0	0	0	0	0	0
APOBEC3G	0	0	0	1	0	0	0	0	0
APOBEC3H	0	0	0	1	0	0	0	0	0
APOC1B	0	0	0	5	0	6	0	0	0
APOC3	0	0	0	0	0	0	0	0	0
APOD	0	0	0	0	0	0	0	0	0
APOE	0	0	0	0	0	0	0	0	0
APOF	0	0	0	0	0	0	0	0	0
APOL2	0	0	0	0	0	0	0	0	0
APOL4	0	0	0	0	0	0	0	0	0
APOL5	0	0	0	0	0	0	0	0	0
APOL6	3	0	0	84	1	58	0	0	1
APOLD1	0	0	0	0	0	0	0	0	0
APOM	0	0	0	0	0	0	0	0	0
APOO	9	0	0	246	0	91	0	0	0
APOOL	8	0	0	56	0	20	0	0	0
APOPT1	11	0	0	49	0	20	0	0	0
APP	0	0	0	0	0	4	0	0	0
APPBP2	2	0	0	12	1	3	0	0	0
APPL1	20	0	2	77	0	36	0	0	0
APPL2	5	0	0	18	0	17	0	0	0
APRT	0	0	0	20	0	3	0	0	0
APTX	1	0	0	46	0	12	0	0	0
AQP1	0	0	0	0	0	0	0	0	0
AQP10	0	0	0	0	0	0	0	0	0
AQP11	0	0	0	2	0	0	0	0	0
AQP2	0	0	0	0	0	0	0	0	0
AQP3	0	0	0	7	0	3	0	1	0
AQP4	0	0	0	15	0	5	0	0	0
AQP5	0	0	0	0	0	0	0	0	0
AQP6	0	0	0	0	0	0	0	0	0
AQP8	0	0	0	0	0	0	0	0	0
AQP9	0	0	0	0	0	0	0	0	0
AQR	6	0	0	11	0	12	0	0	0
ar	0	0	0	0	0	0	0	0	0
ARAF	0	0	0	4	0	0	0	0	0
ARAP1	1	0	0	0	0	0	0	0	0
ARAP2	28	0	0	6	0	33	0	0	0
ARAP3	0	0	0	14	0	1	0	0	0
ARC	0	0	0	0	0	0	0	0	0
ARCN1	10	0	0	27	0	12	0	0	0
AREG	0	0	0	0	0	0	0	0	0
AREL1	1	0	0	7	0	6	0	0	0
ARF1	11	0	1	87	0	40	0	0	0
ARF3	0	0	0	33	1	32	0	0	0
ARF4	31	0	0	70	0	9	0	0	0
ARF5	2	0	0	65	0	16	0	0	0
ARF6	0	0	0	0	0	0	0	0	0
ARFGAP1	0	0	0	0	0	0	0	0	0
ARFGAP2	0	0	0	6	0	7	0	0	0
ARFGAP3	3	0	0	23	0	19	0	0	0
ARFGEF1	3	0	0	12	0	20	0	0	0
ARFGEF2	7	0	0	7	0	20	0	0	0
ARFGEF3	4	0	0	56	0	46	0	0	0
ARFIP1	56	0	1	103	1	49	0	0	0
ARFIP2	1	0	0	21	0	5	0	0	0
ARFRP1	2	0	0	40	0	9	0	0	0
ARG1	0	0	0	0	0	0	0	0	0
ARG2	0	0	0	55	0	65	0	0	0
ARGFX	0	0	0	0	0	0	0	0	0
ARGLU1	0	0	0	18	3	5	0	0	0
ARHGAP1	0	2	0	102	0	23	0	0	0
ARHGAP10	75	1	0	259	2	86	0	0	0
ARHGAP12	15	0	0	28	0	35	0	6	0
ARHGAP15	0	0	0	0	0	0	0	0	0
ARHGAP17	5	0	0	26	0	33	0	0	0
ARHGAP18	305	0	1	318	2	233	0	7	0
ARHGAP20	20	0	0	14	0	15	0	0	0
ARHGAP21	7	0	0	20	0	41	0	1	0
ARHGAP22	0	0	0	0	0	0	0	0	0
ARHGAP23	0	0	0	0	0	0	0	0	0
ARHGAP24	0	0	0	0	0	1	0	0	0
ARHGAP25	0	0	0	0	0	0	0	0	0
ARHGAP26	0	0	0	3	0	1	0	0	0
ARHGAP27	2	0	0	0	0	0	0	0	0
ARHGAP28	2	0	0	34	1	6	0	0	0
ARHGAP29	8	0	0	21	0	21	0	0	0
ARHGAP30	1	0	0	4	0	8	0	0	0
ARHGAP31	0	0	0	0	0	0	0	0	0
ARHGAP32	4	0	0	3	0	3	0	0	0
ARHGAP33	0	0	0	0	0	0	0	0	0
ARHGAP35	1	0	0	11	1	8	0	0	0
ARHGAP36	0	0	0	0	0	0	0	0	0
ARHGAP39	4	0	0	3	0	2	0	0	0
ARHGAP4	0	0	0	0	0	0	0	0	0
ARHGAP40	0	0	0	0	0	0	0	0	0
ARHGAP42	0	0	0	3	0	0	0	0	0
ARHGAP44	0	0	0	0	0	0	0	0	0
ARHGAP45	0	0	0	0	0	0	0	0	0
ARHGAP5	8	0	0	19	0	13	0	3	0
ARHGAP6	0	0	0	6	0	8	0	0	0
ARHGAP9	0	0	0	0	0	0	0	0	0
ARHGDIA	1	0	0	5	0	7	0	0	0
ARHGDIB	0	0	0	0	0	0	0	0	0
ARHGDIG	0	0	0	82	0	9	0	0	0
ARHGEF10	0	0	0	1	0	0	0	0	0
ARHGEF10L	0	0	1	2	0	0	0	0	0
ARHGEF11	0	0	0	0	0	0	0	0	0
ARHGEF12	6	0	0	18	0	18	0	0	0
ARHGEF15	0	0	0	0	0	0	0	0	0
ARHGEF16	1	0	0	0	0	6	0	0	0
ARHGEF17	0	0	0	0	0	0	0	0	0
ARHGEF19	0	0	0	0	0	0	0	0	0
ARHGEF2	0	0	0	0	0	0	0	0	0
ARHGEF25	0	0	0	0	0	0	0	0	0
ARHGEF26	0	0	0	0	0	4	0	0	0
ARHGEF28	19	0	1	51	0	66	0	0	0
ARHGEF3	20	0	0	132	1	69	0	1	0
ARHGEF33	0	0	1	60	0	40	0	0	0
ARHGEF37	0	0	0	0	0	0	0	0	0
ARHGEF38	0	0	0	0	0	0	0	0	0
ARHGEF39	2	0	0	7	0	0	0	0	0
ARHGEF40	0	0	0	0	0	0	0	0	0
ARHGEF5	0	0	0	2	0	7	0	0	0
ARHGEF6	0	0	0	0	0	0	0	0	0
ARHGEF7	275	3	5	299	6	415	2	7	0
ARHGEF9	0	0	0	4	0	2	0	0	0
ARID1A	14	0	0	13	0	29	0	0	0
ARID1B	0	0	0	3	0	9	0	0	0
ARID2	2	0	1	7	1	15	0	0	0
ARID3A	0	0	0	4	0	0	0	0	0
ARID3B	0	0	0	2	0	1	0	0	0
ARID3C	0	0	0	0	0	0	0	0	0
ARID4A	17	0	2	41	0	34	0	0	0
ARID4B	97	0	0	91	0	69	0	0	0
ARID5A	0	0	0	5	0	5	0	0	0
ARID5B	0	0	0	26	0	0	0	1	0
ARIH1	0	0	0	17	0	29	0	0	0
ARIH2OS	0	0	0	0	0	1	0	0	0
ARL1	35	0	0	145	0	72	0	0	0
ARL10	0	0	0	0	0	0	0	0	0
ARL13A	0	0	0	0	0	0	0	0	0
ARL13B	54	0	0	53	0	42	0	0	0
ARL14	0	0	0	0	0	0	0	0	0
ARL14EP	307	0	0	495	0	302	0	2	0
ARL15	0	0	0	3	0	3	0	0	0
ARL16	0	0	0	15	0	7	0	0	0
ARL2	0	0	0	145	1	30	0	0	0
ARL2BP	4	0	0	27	0	31	0	0	0
ARL3	1	0	0	56	0	32	0	0	0
ARL4A	8	0	0	20	0	47	0	0	0
ARL4C	0	0	0	0	0	0	0	0	0
ARL4D	0	0	0	2	0	0	0	0	0
ARL5A	0	0	0	4	0	5	0	0	0
ARL5B	0	0	0	0	0	0	0	0	0
ARL6	9	0	0	16	0	17	0	0	0
ARL6IP4	2	0	0	0	0	1	0	0	0
ARL6IP5	16	0	0	82	1	17	0	0	0
ARL6IP6	2	0	0	9	0	8	0	0	0
ARL8A	0	0	0	1	0	1	0	0	0
ARL8B	12	0	0	58	0	48	0	0	0
ARMC1	128	0	0	140	3	168	0	0	0
ARMC10	0	0	0	24	0	12	0	0	0
ARMC12	0	0	0	2	0	0	0	0	0
ARMC2	193	1	2	808	3	670	1	2	0
ARMC3	0	0	0	0	0	0	0	0	0
ARMC4	0	0	0	4	0	1	0	0	0
ARMC5	0	0	0	0	0	0	0	0	0
ARMC6	0	0	0	0	0	0	0	0	0
ARMC7	0	0	0	7	0	14	0	0	0
ARMC8	23	0	0	98	1	72	0	0	0
ARMC9	2	0	0	15	0	5	0	0	0
ARMCX1	0	0	0	0	0	0	0	0	0
ARMCX5	0	0	0	0	0	0	0	0	0
ARMS2	0	0	0	0	0	0	0	0	0
ARNT	0	0	0	0	0	8	0	0	0
ARNT2	0	0	0	0	0	3	0	0	0
ARNTL	0	0	0	0	0	2	0	0	0
ARNTL2	0	0	0	22	0	9	0	0	0
ARPC1A	5	0	0	14	0	13	0	0	0
ARPC1B	0	0	0	15	0	1	0	0	0
ARPC2	135	0	3	422	1	165	0	0	0
ARPC3	1	0	0	219	0	97	0	0	0
ARPC4	1	0	0	11	0	13	0	0	0
ARPC5	6	0	1	297	0	106	0	1	0
ARPP19	11	0	0	212	0	92	0	2	0
ARPP21	3	0	0	2	0	4	0	0	0
ARR3	0	0	0	0	0	0	0	0	0
ARRB1	0	0	0	0	0	0	0	0	0
ARRB2	0	0	0	3	0	0	0	0	0
ARRDC2	0	0	0	2	0	1	0	0	0
ARRDC3	0	0	0	5	0	7	0	0	0
ARRDC4	0	0	0	0	0	0	0	0	0
ARRDC5	0	0	0	0	0	0	0	0	0
ARSA	0	0	0	0	0	2	0	0	0
ARSB	0	0	0	0	0	1	0	0	0
ARSDR1	0	0	0	0	0	0	0	0	0
ARSE	0	0	0	2	0	0	0	0	0
ARSF	0	0	0	0	0	0	0	0	0
ARSG	0	0	0	0	0	0	0	0	0
ARSH	0	0	0	37	0	9	0	0	0
ARSI	0	0	0	0	0	2	0	0	0
ARSJ	0	0	0	0	0	0	0	0	0
ARSK	9	0	0	12	0	11	0	0	0
ART1	0	0	0	0	0	0	0	0	0
ART3	2	0	0	37	0	7	0	0	0
ART4	0	0	0	0	0	0	0	0	0
ART5	0	0	0	0	0	0	0	0	0
ARTN	0	0	0	0	0	0	0	0	0
ARV1	67	1	0	90	0	44	0	0	0
ARVCF	0	0	0	0	0	0	0	0	0
ARX	0	0	0	0	0	0	0	0	0
AS3MT	0	0	0	1	0	0	0	0	0
ASAH1	13	0	0	47	1	52	0	0	0
ASAH2	1	0	0	1	0	11	0	0	0
ASAP1	0	0	0	2	0	0	0	0	0
ASAP2	54	1	6	149	9	264	0	0	0
ASAP3	0	0	0	5	0	3	0	0	0
ASB1	0	0	0	5	0	1	0	0	0
ASB10	0	0	0	0	0	0	0	0	0
ASB11	0	0	0	0	0	0	0	0	0
ASB12	0	0	0	0	0	0	0	0	0
ASB13	0	0	0	0	0	0	0	0	0
ASB14	0	0	0	0	0	1	0	0	0
ASB15	0	0	0	0	0	0	0	0	0
ASB16	0	0	0	0	0	0	0	0	0
ASB17	0	0	0	0	0	0	0	0	0
ASB18	0	0	0	0	0	0	0	0	0
ASB2	0	0	0	14	0	0	0	0	0
ASB3	2	0	0	6	0	3	0	0	0
ASB4	0	0	0	0	0	0	0	0	0
ASB5	0	0	0	0	0	0	0	0	0
ASB6	0	0	0	0	0	1	0	0	0
ASB7	7	0	0	18	0	12	0	0	0
ASB8	21	0	0	53	0	25	0	0	0
ASB9	0	0	0	0	0	0	0	0	0
ASCC1	0	0	0	23	0	11	0	0	0
ASCC2	1	0	1	41	0	5	0	0	0
ASCC3	4	0	0	44	0	23	0	0	0
ASCL1	0	0	0	0	0	0	0	0	0
ASCL2	0	0	0	0	0	0	0	0	0
ASCL5	0	0	0	0	0	0	0	0	0
ASF1A	726	8	13	2461	12	1390	3	5	0
ASF1B	2	0	0	4	0	2	0	0	0
ASGR1	0	0	0	51	0	44	0	0	0
ASH1L	0	0	0	43	0	29	0	0	0
ASH2L	8	0	0	18	0	26	0	0	0
ASIC1	0	0	0	0	0	0	0	0	0
ASIC2	0	0	0	0	0	0	0	0	0
ASIC3	0	0	0	0	0	2	0	0	0
ASIC4	0	0	0	0	0	0	0	0	0
ASIC5	0	0	0	0	0	0	0	0	0
ASIP	0	0	0	0	0	0	0	0	0
ASNA1	0	0	0	1	0	0	0	0	0
ASNSD1	4	0	0	64	0	37	0	0	0
ASPA	0	0	0	0	0	0	0	0	0
ASPDH	0	0	0	0	0	0	0	0	0
ASPG	0	0	0	0	0	0	0	0	0
ASPH	18	0	0	5	0	2	0	0	0
ASPHD1	0	0	0	0	0	0	0	0	0
ASPHD2	2	0	0	8	0	5	0	0	0
ASPM	52	0	1	96	0	95	0	0	0
ASPN	0	0	0	0	0	0	0	0	0
ASPRV1	0	0	0	0	0	0	0	0	0
ASPSCR1	0	0	0	8	0	1	0	0	0
ASRGL1	6	0	0	36	0	10	0	0	0
ASTE1	0	0	0	1	0	1	0	0	0
ASTN1	0	0	0	0	0	0	0	0	0
ASTN2	0	0	0	9	0	2	0	0	0
ASXL1	1	0	0	7	0	3	0	0	0
ASXL2	13	0	0	5	0	18	0	0	0
ASXL3	0	0	0	0	0	4	0	0	0
ASZ1	3	0	0	16	0	5	0	0	0
ATAD2	30	0	0	90	0	28	0	5	0
ATAD2B	6	0	0	25	0	23	0	0	0
ATAD5	9	0	0	26	0	35	0	0	0
ATAT1	0	0	0	0	0	1	0	0	0
ATCAY	0	0	0	0	0	0	0	0	0
ATE1	7	0	0	16	0	8	0	0	0
ATF1	16	0	0	10	0	15	0	0	0
ATF2	6	0	0	7	0	2	0	0	0
ATF3	0	0	0	0	0	0	0	0	0
ATF4	0	0	0	3	1	22	0	0	0
ATF5	0	0	0	0	0	1	0	0	0
ATF6	16	0	0	0	0	6	0	0	0
ATF6B	0	0	0	0	0	1	0	0	0
ATF7IP	1	0	0	11	0	9	0	0	0
ATF7IP2	51	0	1	266	0	198	0	0	0
ATG10	0	0	0	10	0	1	0	0	0
ATG101	1	0	0	6	0	7	0	0	0
ATG12	15	1	0	171	0	78	0	0	0
ATG13	0	0	0	6	0	2	0	0	0
ATG14	13	0	0	49	0	15	0	0	0
ATG16L1	2	0	0	23	0	9	0	0	0
ATG16L2	0	0	0	0	0	0	0	0	0
ATG2A	0	0	0	0	0	0	0	0	0
ATG2B	2	0	0	15	0	16	0	0	0
ATG3	67	0	1	327	0	280	1	1	1
ATG4A	1	0	0	39	0	19	0	0	0
ATG4B	0	0	0	26	0	10	0	0	0
ATG4C	9	0	0	60	1	44	0	0	0
ATG4D	0	0	0	0	0	0	0	0	0
ATG5	5	0	0	115	0	68	0	0	0
ATG7	17	0	0	541	2	192	0	0	0
ATG9A	0	0	0	0	0	0	0	0	0
ATG9B	0	0	0	0	0	0	0	0	0
ATIC	4	0	0	36	0	27	0	0	0
ATL1	0	0	0	0	0	1	0	0	0
ATL2	64	0	1	68	0	41	0	0	0
ATL3	0	0	1	43	0	18	0	0	0
ATM	7	0	0	3	0	5	0	0	0
ATMIN	0	0	0	10	0	21	0	0	0
ATN1	0	0	0	5	0	1	0	0	0
ATOH1	0	0	0	0	0	0	0	0	0
ATOH7	0	0	0	0	0	0	0	0	0
ATOH8	0	0	0	0	0	0	0	0	0
ATOX1	1	0	1	291	1	114	0	0	0
ATP10A	1	0	0	37	0	12	0	0	0
ATP10B	0	0	0	49	0	11	0	0	0
ATP10D	0	0	0	0	0	0	0	0	0
ATP11A	4	0	0	0	0	5	0	0	0
ATP11B	4	0	0	13	0	12	0	0	0
ATP11C	0	0	0	6	0	35	0	0	0
ATP12A	0	0	0	0	0	0	0	0	0
ATP13A1	0	0	0	0	0	0	0	0	0
ATP13A2	0	0	0	6	0	1	0	0	0
ATP13A3	6	0	0	4	0	10	0	0	0
ATP13A4	0	0	0	0	0	1	0	0	0
ATP13A5	0	0	1	45	0	9	0	0	0
ATP1A1	18	0	0	19	0	7	0	0	0
ATP1A3	0	0	0	3	0	2	0	0	0
ATP1A4	0	0	0	0	0	0	0	0	0
ATP1B1	38	0	3	82	2	112	0	0	0
ATP1B2	0	0	0	0	0	0	0	0	0
ATP1B3	2	0	1	20	0	33	0	0	0
ATP1B4	0	0	0	0	0	0	0	0	0
ATP23	0	0	0	62	0	32	0	0	0
ATP2A1	0	0	0	1	0	0	0	0	0
ATP2A2	7	0	0	5	0	11	0	0	0
ATP2A3	0	0	0	3	1	1	0	0	0
ATP2B1	42	0	0	152	2	95	0	0	0
ATP2B2	1	0	0	10	0	4	0	0	0
ATP2B3	0	0	0	0	0	0	0	0	0
ATP2B4	0	0	0	3	0	0	0	0	0
ATP2C1	0	0	0	12	0	12	0	0	0
ATP2C2	20	0	1	104	0	38	0	0	0
ATP4A	0	0	0	0	0	0	0	0	0
ATP4B	0	0	0	0	0	0	0	0	0
ATP5A1	13	1	2	730	3	263	0	0	0
ATP5B	5	0	0	60	0	37	0	0	0
ATP5C1	58	1	0	403	0	151	0	0	1
ATP5D	0	0	0	13	0	1	0	0	0
ATP5G2	0	0	1	184	2	44	0	0	0
ATP5G3	36	0	0	182	0	127	0	0	0
ATP5I	5	0	1	128	0	129	0	0	1
ATP5J	78	0	2	495	4	359	0	1	1
ATP5O	5	0	0	467	2	115	0	0	0
ATP5S	24	0	0	133	0	62	0	0	0
ATP6	1804	3	21	1732	541	537	0	21	0
ATP6AP1	0	0	0	3	0	2	0	0	0
ATP6AP1L	12	0	0	89	0	12	0	0	0
ATP6AP2	7	0	0	76	0	56	0	0	0
ATP6V0A1	8	0	0	16	0	0	0	0	0
ATP6V0A4	7	0	0	34	0	6	0	0	0
ATP6V0B	0	0	0	72	0	29	0	0	0
ATP6V0C	0	0	0	6	1	14	0	0	0
ATP6V0D1	0	0	0	63	0	13	0	0	0
ATP6V0D2	0	0	0	0	0	0	0	0	0
ATP6V0E1	5	0	1	389	1	166	0	0	0
ATP6V1B1	0	0	0	0	0	0	0	0	0
ATP6V1B2	7	0	0	127	0	52	0	0	0
ATP6V1C1	2	0	0	70	3	30	0	0	0
ATP6V1C2	5	0	0	33	0	20	0	0	0
ATP6V1D	91	1	2	736	0	400	0	2	0
ATP6V1E1	1	0	0	120	1	78	0	0	0
ATP6V1E2	0	0	0	0	0	0	0	0	0
ATP6V1F	3	0	1	80	0	6	0	0	0
ATP6V1G1	28	3	2	1033	9	363	0	0	0
ATP6V1G2	0	0	0	0	0	0	0	0	0
ATP6V1G3	0	0	0	0	0	0	0	0	0
ATP6V1H	56	0	0	46	0	71	0	0	0
ATP7A	3	0	0	2	0	12	0	0	0
ATP7B	0	0	0	0	0	1	0	0	0
ATP8	8	0	0	0	0	3	0	0	0
ATP8A1	1	0	1	29	2	25	0	0	0
ATP8A2	41	0	0	378	0	124	0	0	0
ATP8B1	0	0	2	4	0	1	0	0	0
ATP8B2	0	0	0	0	0	0	0	0	0
ATP8B3	0	0	0	0	0	0	0	0	0
ATP8B4	6	0	0	62	0	18	0	0	0
ATP9A	0	0	0	5	0	4	0	0	0
ATP9B	1	0	0	8	0	6	0	0	0
ATPAF1	0	0	0	4	0	4	0	0	0
ATPAF2	2	0	0	131	0	17	0	0	0
ATPIF1	5	0	3	470	1	171	0	0	0
ATR	0	0	0	4	0	9	0	0	0
ATRAID	4	0	0	101	1	80	0	0	0
ATRIP	0	0	0	1	0	2	1	0	0
ATRN	0	0	1	2	0	3	0	0	0
ATRNL1	0	0	0	12	0	8	0	0	0
